[2018-12-26 00:00:36] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => news/home/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"6b2dd2a"}
[2018-12-26 00:00:37] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => menu/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"f3f6388"}
[2018-12-26 00:00:37] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => slideshow/view/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"d5b45d1"}
[2018-12-26 00:00:37] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => linkurl/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"c2f6534"}
[2018-12-26 00:00:37] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => menu/get/favourite/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"853a983"}
[2018-12-26 00:02:11] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => menu/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"37dd3b8"}
[2018-12-26 00:02:11] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => menu/list/manage/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"54e2fc1"}
[2018-12-26 00:02:23] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => login/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"95a8ec7"}
[2018-12-26 00:02:23] slim-app.INFO: Find by username : korapotu@gmail.com Password : Aommy1989 [] {"uid":"95a8ec7"}
[2018-12-26 00:02:23] slim-app.INFO: {"adminID":1093840,"name":"\u0e01\u0e23\u0e1e\u0e08\u0e19\u0e4c","lastName":"\u0e2d\u0e38\u0e42\u0e06\u0e29\u0e01\u0e34\u0e08","position":"Admin Leader","department":"IT","phone":"0917196810","email":"korapotu@gmail.com","password":"Aommy1989","createBy":null,"createDate":null,"updateBy":null,"updateDate":"2018-08-08 11:07:33"} [] {"uid":"95a8ec7"}
[2018-12-26 00:02:24] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => meeting/list/home/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"88ba622"}
[2018-12-26 00:02:24] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => commodity-standard/list/home/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"7e6689b"}
[2018-12-26 00:02:28] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => commodity-standard/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"493beff"}
[2018-12-26 00:02:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => masterfile/get/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"6f5ba85"}
[2018-12-26 00:02:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => masterfile/get/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"90e91a6"}
[2018-12-26 00:02:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => commodity-standard/get/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"e5184c9"}
[2018-12-26 00:02:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => academic-board/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"7d15a19"}
[2018-12-26 00:02:35] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => meeting/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15 [] {"uid":"91cc670"}
